prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
C,wasp,has a stinger,has a stinger,1,20,0.05
C,wasp,has a thin waist,has a thin waist,1,20,0.05
C,wasp,has transparent wings,has transparent wings,1,20,0.05
C,wasp,has wings,has wings,6,20,0.3
C,wasp,has yellow and black stripes,has yellow and black stripes,5,20,0.25
C,wasp,helps control pest populations,helps control pest populations,1,20,0.05
C,wasp,important for pollination,important for pollination,1,20,0.05
C,wasp,is a predator of caterpillars,is a predator of caterpillars,1,20,0.05
C,wasp,is a predator of other insects,is a predator of other insects,1,20,0.05
C,wasp,is an important pollinator,is an important pollinator,1,20,0.05
C,wasp,is attracted to sweet foods,is attracted to sweet foods,1,20,0.05
C,wasp,lays eggs,lays eggs,12,20,0.6
C,wasp,lays eggs in cells within the nest,lays eggs in cells within the nest,1,20,0.05
C,wasp,lays eggs inside host insects,lays eggs inside host insects,1,20,0.05
C,wasp,lays eggs inside other insects,lays eggs inside other insects,6,20,0.3
C,wasp,lives in colonies,lives in colonies,2,20,0.1
C,wasp,lives in nests,lives in nests,4,20,0.2
C,wasp,makes a buzzing sound,makes a buzzing sound,2,20,0.1
C,wasp,often black and yellow,often black and yellow,1,20,0.05
C,wasp,often seen in summer,often seen in summer,13,20,0.65
C,wasp,often yellow and black,often yellow and black,1,20,0.05
C,wasp,pollinates flowers,pollinates flowers,2,20,0.1
C,wasp,pollinates plants,pollinates plants,2,20,0.1
C,wasp,predatory,predatory,3,20,0.15
C,wasp,stings,stings,10,20,0.5
C,wasp,stings when threatened,stings when threatened,2,20,0.1
C,wasp,stings with a painful sting,stings with a painful sting,2,20,0.1
C,wasp,stings with a painful venom,stings with a painful venom,2,20,0.1
C,wasp,thin waist,thin waist,3,20,0.15
C,wasp,yellow and black stripes,yellow and black stripes,12,20,0.6
C,whale,blows water from blowhole,blows water from blowhole,4,20,0.2
C,whale,blows water through blowhole,blows water through blowhole,14,20,0.7
C,whale,breathes air,breathes air,1,20,0.05
C,whale,breathes air at surface,breathes air at surface,1,20,0.05
C,whale,calves are born live and nursed,calves are born live and nursed,1,20,0.05
C,whale,can communicate over vast distances,can communicate over vast distances,1,20,0.05
C,whale,can dive very deep,can dive very deep,5,20,0.25
C,whale,can grow over 100 feet long,can grow over 100 feet long,7,20,0.35
C,whale,can grow up to 100 feet long,can grow up to 100 feet long,1,20,0.05
C,whale,can sing complex songs,can sing complex songs,1,20,0.05
C,whale,can stay underwater for a long time,can stay underwater for a long time,3,20,0.15
C,whale,can stay underwater for long periods,can stay underwater for long periods,3,20,0.15
C,whale,communicates with songs,communicates with songs,6,20,0.3
C,whale,eats krill and small fish,eats krill and small fish,16,20,0.8
C,whale,endangered due to hunting and pollution,endangered due to hunting and pollution,1,20,0.05
C,whale,feeds on krill and small fish,feeds on krill and small fish,4,20,0.2
C,whale,gives birth to live young,gives birth to live young,13,20,0.65
C,whale,has a blowhole,has a blowhole,2,20,0.1
C,whale,has a tail fluke for swimming,has a tail fluke for swimming,1,20,0.05
C,whale,has a thick layer of blubber,has a thick layer of blubber,13,20,0.65
C,whale,has thick blubber for insulation,has thick blubber for insulation,1,20,0.05
C,whale,has thick layer of blubber,has thick layer of blubber,6,20,0.3
C,whale,important in ocean ecosystems,important in ocean ecosystems,1,20,0.05
C,whale,is endangered in some species,is endangered in some species,1,20,0.05
C,whale,is protected by international law,is protected by international law,1,20,0.05
C,whale,is protected by international laws,is protected by international laws,3,20,0.15
C,whale,large marine mammal,large marine mammal,20,20,1.0
C,whale,lives in pods or alone,lives in pods or alone,3,20,0.15
C,whale,migrates long distances,migrates long distances,20,20,1.0
C,whale,often seen breaching the surface,often seen breaching the surface,1,20,0.05
C,whale,protected by conservation laws,protected by conservation laws,1,20,0.05
C,whale,protected by international laws,protected by international laws,6,20,0.3
C,whale,sings complex songs,sings complex songs,12,20,0.6
C,whale,some species are endangered,some species are endangered,6,20,0.3
C,whale,some species have baleen plates,some species have baleen plates,3,20,0.15
C,whale,swims using fluke tail,swims using fluke tail,1,20,0.05
C,whale,swims using tail flukes,swims using tail flukes,6,20,0.3
C,whale,used in cultural myths and stories,used in cultural myths and stories,1,20,0.05
C,whale,used in traditional cultures for food and tools,used in traditional cultures for food and tools,1,20,0.05
C,whale,used in traditional inuit hunting,used in traditional Inuit hunting,1,20,0.05
C,whale,used in traditional whaling,used in traditional whaling,1,20,0.05
C,whale,uses echolocation to navigate,uses echolocation to navigate,6,20,0.3
C,wheelbarrow,can be difficult to balance,can be difficult to balance,1,20,0.05
C,wheelbarrow,can be difficult to maneuver on uneven ground,can be difficult to maneuver on uneven ground,1,20,0.05
C,wheelbarrow,can be found in home improvement stores,can be found in home improvement stores,1,20,0.05
C,wheelbarrow,can be motorized,can be motorized,1,20,0.05
C,wheelbarrow,can be pushed or pulled,can be pushed or pulled,2,20,0.1
C,wheelbarrow,can be tipped to dump contents,can be tipped to dump contents,5,20,0.25
C,wheelbarrow,can be tipped to empty contents,can be tipped to empty contents,2,20,0.1
C,wheelbarrow,can be tipped to unload contents,can be tipped to unload contents,5,20,0.25
C,wheelbarrow,can be used on uneven terrain,can be used on uneven terrain,1,20,0.05
C,wheelbarrow,can be used on various terrains,can be used on various terrains,2,20,0.1
C,wheelbarrow,"can be used to move soil, rocks, and debris","can be used to move soil, rocks, and debris",1,20,0.05
C,wheelbarrow,can be used to transport soil and plants,can be used to transport soil and plants,2,20,0.1
C,wheelbarrow,can be used to transport tools,can be used to transport tools,1,20,0.05
C,wheelbarrow,can carry heavy loads,can carry heavy loads,2,20,0.1
C,wheelbarrow,can carry soil and plants,can carry soil and plants,1,20,0.05
C,wheelbarrow,"can carry soil, bricks, and other materials","can carry soil, bricks, and other materials",1,20,0.05
C,wheelbarrow,"can carry soil, rocks, and plants","can carry soil, rocks, and plants",1,20,0.05
C,wheelbarrow,can tip forward and back,can tip forward and back,1,20,0.05
C,wheelbarrow,can tip over easily,can tip over easily,2,20,0.1
C,wheelbarrow,can tip over if not balanced properly,can tip over if not balanced properly,1,20,0.05
C,wheelbarrow,can tip over if overloaded,can tip over if overloaded,1,20,0.05
C,wheelbarrow,can tip to pour contents,can tip to pour contents,1,20,0.05
C,wheelbarrow,can tip to unload contents,can tip to unload contents,2,20,0.1
C,wheelbarrow,comes in different sizes,comes in different sizes,12,20,0.6
C,wheelbarrow,comes in various sizes,comes in various sizes,2,20,0.1
C,wheelbarrow,common in construction sites,common in construction sites,1,20,0.05
C,wheelbarrow,common in gardening,common in gardening,2,20,0.1
C,wheelbarrow,common in gardening and construction,common in gardening and construction,4,20,0.2
C,wheelbarrow,commonly used in gardening,commonly used in gardening,3,20,0.15
C,wheelbarrow,commonly used in gardening and construction,commonly used in gardening and construction,1,20,0.05
C,wheelbarrow,has a flat tray,has a flat tray,1,20,0.05
C,wheelbarrow,has a shallow tray,has a shallow tray,3,20,0.15
C,wheelbarrow,has a tray or bucket for holding items,has a tray or bucket for holding items,1,20,0.05
C,wheelbarrow,has a tray or bucket part,has a tray or bucket part,1,20,0.05
C,wheelbarrow,has a tray or bucket shape,has a tray or bucket shape,1,20,0.05
C,wheelbarrow,has a wide tray,has a wide tray,1,20,0.05
C,wheelbarrow,has a wide tray for holding materials,has a wide tray for holding materials,1,20,0.05
C,wheelbarrow,has one large wheel,has one large wheel,6,20,0.3
C,wheelbarrow,has one large wheel in front,has one large wheel in front,7,20,0.35
C,wheelbarrow,has one wheel,has one wheel,5,20,0.25
C,wheelbarrow,has one wheel in front,has one wheel in front,2,20,0.1
C,wheelbarrow,has two handles,has two handles,3,20,0.15
C,wheelbarrow,has two handles for pushing,has two handles for pushing,17,20,0.85
C,wheelbarrow,helps in moving soil and plants,helps in moving soil and plants,1,20,0.05
C,wheelbarrow,made of metal and wood,made of metal and wood,6,20,0.3
C,wheelbarrow,may have a rubber tire,may have a rubber tire,2,20,0.1
C,wheelbarrow,often has a flat bed,often has a flat bed,1,20,0.05
C,wheelbarrow,often has a flat bed for holding materials,often has a flat bed for holding materials,1,20,0.05
C,wheelbarrow,often has a flat bottom for stability,often has a flat bottom for stability,2,20,0.1
C,wheelbarrow,often has a flat tray,often has a flat tray,1,20,0.05
C,wheelbarrow,often has a wooden or plastic tray,often has a wooden or plastic tray,1,20,0.05
C,wheelbarrow,often made of metal,often made of metal,2,20,0.1
C,wheelbarrow,often seen in construction sites,often seen in construction sites,1,20,0.05
C,wheelbarrow,often seen on construction sites,often seen on construction sites,1,20,0.05
C,wheelbarrow,often stored outdoors,often stored outdoors,1,20,0.05
C,wheelbarrow,often used in construction,often used in construction,1,20,0.05
C,wheelbarrow,often used in gardening,often used in gardening,7,20,0.35
C,wheelbarrow,often used in gardening and construction,often used in gardening and construction,3,20,0.15
C,wheelbarrow,often used to transport soil and plants,often used to transport soil and plants,2,20,0.1
C,wheelbarrow,portable and easy to maneuver,portable and easy to maneuver,1,20,0.05
C,wheelbarrow,requires one person to operate,requires one person to operate,1,20,0.05
C,wheelbarrow,sometimes has a removable tray,sometimes has a removable tray,2,20,0.1
C,wheelbarrow,sometimes has a removable tray for easier unloading,sometimes has a removable tray for easier unloading,1,20,0.05
C,wheelbarrow,sometimes has a rubber tire,sometimes has a rubber tire,3,20,0.15
C,wheelbarrow,sometimes has a wooden body,sometimes has a wooden body,1,20,0.05
C,wheelbarrow,sometimes used for snow removal,sometimes used for snow removal,2,20,0.1
C,wheelbarrow,sometimes used for transporting tools,sometimes used for transporting tools,1,20,0.05
C,wheelbarrow,sometimes used in landscaping,sometimes used in landscaping,1,20,0.05
C,wheelbarrow,typically made of metal,typically made of metal,2,20,0.1
C,wheelbarrow,used for carrying heavy loads,used for carrying heavy loads,12,20,0.6
C,wheelbarrow,used for moving heavy loads,used for moving heavy loads,1,20,0.05
C,wheelbarrow,used for moving soil and rocks,used for moving soil and rocks,1,20,0.05
C,wheelbarrow,used for transporting heavy loads,used for transporting heavy loads,5,20,0.25
C,wheelbarrow,used for transporting materials,used for transporting materials,2,20,0.1
C,wheelbarrow,used in construction sites,used in construction sites,6,20,0.3
C,wheelbarrow,usually has a flat tray or bucket,usually has a flat tray or bucket,1,20,0.05
C,wheelbarrow,usually has a shallow tray,usually has a shallow tray,2,20,0.1
C,wheelbarrow,usually made of metal,usually made of metal,9,20,0.45
C,wheelbarrow,usually made of metal or plastic,usually made of metal or plastic,1,20,0.05
C,whip,appears in historical contexts like slavery,appears in historical contexts like slavery,1,20,0.05
C,whip,appears in some circus acts,appears in some circus acts,1,20,0.05
C,whip,appears in western movies,appears in Western movies,1,20,0.05
C,whip,associated with cowboys,associated with cowboys,1,20,0.05
C,whip,associated with horses and riding,associated with horses and riding,1,20,0.05
C,whip,can be a kitchen tool for beating eggs,can be a kitchen tool for beating eggs,1,20,0.05
C,whip,can be a riding crop,can be a riding crop,1,20,0.05
C,whip,can be a symbol of authority,can be a symbol of authority,4,20,0.2
C,whip,can be a tool for punishment,can be a tool for punishment,1,20,0.05
C,whip,can be a weapon,can be a weapon,3,20,0.15
C,whip,can be coiled up for storage,can be coiled up for storage,1,20,0.05
C,whip,can be coiled when not in use,can be coiled when not in use,1,20,0.05
C,whip,can be decorative,can be decorative,6,20,0.3
C,whip,can be decorative in some cultures,can be decorative in some cultures,2,20,0.1
C,whip,can be made of leather,can be made of leather,1,20,0.05
C,whip,can be used as a weapon,can be used as a weapon,5,20,0.25
C,whip,can be used for punishment,can be used for punishment,4,20,0.2
C,whip,can be used in circus performances,can be used in circus performances,1,20,0.05
C,whip,can be used in cooking to beat eggs,can be used in cooking to beat eggs,1,20,0.05
C,whip,can be used to control animals,can be used to control animals,3,20,0.15
C,whip,can be used to direct animals,can be used to direct animals,3,20,0.15
C,whip,can cause pain,can cause pain,4,20,0.2
C,whip,can cause pain if struck,can cause pain if struck,2,20,0.1
C,whip,can cause pain or injury,can cause pain or injury,4,20,0.2
C,whip,can cause pain when used,can cause pain when used,1,20,0.05
C,whip,can make a cracking sound,can make a cracking sound,2,20,0.1
C,whip,can make a loud cracking sound,can make a loud cracking sound,4,20,0.2
C,whip,can make a loud snapping sound,can make a loud snapping sound,3,20,0.15
C,whip,featured in action movies,featured in action movies,2,20,0.1
C,whip,featured in adventure movies,featured in adventure movies,1,20,0.05
C,whip,featured in movies like indiana jones,featured in movies like Indiana Jones,1,20,0.05
C,whip,flexible and strong,flexible and strong,4,20,0.2
C,whip,has a handle,has a handle,5,20,0.25
C,whip,has a handle at one end,has a handle at one end,1,20,0.05
C,whip,long and flexible,long and flexible,13,20,0.65
C,whip,long and thin,long and thin,7,20,0.35
C,whip,made of leather,made of leather,3,20,0.15
C,whip,made of leather or cord,made of leather or cord,3,20,0.15
C,whip,made of leather or rope,made of leather or rope,10,20,0.5
C,whip,made of leather or similar material,made of leather or similar material,1,20,0.05
C,whip,often associated with cowboys,often associated with cowboys,8,20,0.4
C,whip,often associated with horse riding,often associated with horse riding,3,20,0.15
