candidate_id,canonical_feature_text,human_feature,human_feature_retained,mapping_method
v4_977c3952759df9e6,"smooth, shiny exterior surface",,False,
v4_78fdb54d06be4dd0,"smooth, shiny fur",,False,
v4_dd4faa27efefeafc,"smooth, shiny metal exterior",,False,
v4_011cd3a591507c03,"smooth, shiny scales",,False,
v4_15394d38d5a0108d,"smooth, shiny skin",,False,
v4_91a87fd3f7dafe29,"smooth, shiny skin on the back",,False,
v4_27319e1617edb5e5,"smooth, shiny surface",,False,
v4_9e9f53db9192244c,"smooth, shiny surface on the shell",,False,
v4_22a2860b182d78c4,"smooth, shiny surface texture",,False,
v4_18a471ca57d983ee,"smooth, shiny surfaces on modern trains",,False,
v4_48e3ecfdae955047,"smooth, shiny tracks on which it runs",,False,
v4_0f2e86f083ee6a29,"smooth, short fur",,False,
v4_ef43d25260fc6ddc,"smooth, silky texture on the envelope",,False,
v4_a836e1963624b8b8,"smooth, sleek appearance",,False,
v4_47e9b3375a4ffb8b,"smooth, sleek body",,False,
v4_bc7c50500b127fb8,"smooth, sleek body shape",,False,
v4_b0878f5d7c010be3,"smooth, sleek body surface",,False,
v4_303f91631b3297ca,"smooth, sleek feathers",,False,
v4_ea045799a8f413a7,"smooth, sleek feathers for aerodynamics",,False,
v4_9f00cc3688d2f7bb,"smooth, sleek head",,False,
v4_ff063320644d65a1,"smooth, sleek plumage",,False,
v4_2b425f26f65302b5,"smooth, sleek plumage for aerodynamics",,False,
v4_c58b486759f0a77d,"smooth, sleek skin",,False,
v4_334fdf3eb39e938d,"smooth, sleek skin beneath feathers",,False,
v4_65a9f07cd41532ee,"smooth, sleek skin when wet",,False,
v4_8b8cc38826957b46,"smooth, sleek surface",,False,
v4_c52d991c64cacd59,"smooth, sleek texture",,False,
v4_2486c82a47d85b82,"smooth, slightly glossy texture",,False,
v4_16e059d8bb3a0c93,"smooth, slimy skin",,False,
v4_021891e844088b53,"smooth, slimy skin surface",,False,
v4_52a32f20c22af4d7,"smooth, slimy skin texture",,False,
v4_3d2f9dc356217c12,"smooth, slippery skin",,False,
v4_bcf8baa0645f3bba,"smooth, slippery skin surface",,False,
v4_04fef1c241655ea5,"smooth, slippery skin texture",,False,
v4_5e6abf98e40f62ae,"smooth, slippery surface",,False,
v4_e8e66a912cf24757,"smooth, slippery texture",,False,
v4_79fee85898e2b230,"smooth, soft feathers",,False,
v4_aebb35903504ea13,"smooth, streamlined body",,False,
v4_4c0257e6f9cad734,"smooth, streamlined body shape",,False,
v4_a2dcf0b6e8f924a4,"smooth, streamlined exterior for aerodynamic efficiency",,False,
v4_6f465feb54e18a61,"smooth, streamlined shape",,False,
v4_47ff0f3ffb917b61,"smooth, thin skin",,False,
v4_8a138513d44b7260,"smooth, tough skin on the underside",,False,
v4_552bf5a9861edf1f,"smooth, waterproof plumage",,False,
v4_948db3cdc1c1b6c0,"smooth, waterproof skin",,False,
v4_cd9c1f8bb194a0cf,"smooth, wet skin",,False,
v4_eabd79314fdc7219,"smooth, wet skin texture",,False,
v4_353057587c2bd9cb,smooths icing or frosting on desserts,,False,
v4_1b2556a51547f70c,smooths out icing to create an even layer,,False,
v4_3b310c42bb5b87db,smooths out spreads,,False,
v4_b97fc515ee999c99,snake,,False,
v4_cea2a0f4fd12b010,"snake can be found in various habitats including forests, deserts, and grasslands",,False,
v4_69f1697494dde817,snake can be kept as a pet or for pest control,,False,
v4_5d1505d742ad8c02,snake can be kept as a pet or used in educational settings,,False,
v4_d48dbaa3badb7d7c,snake can be oviparous or viviparous,,False,
v4_4b85c776bffe1c53,snake can be used in cultural rituals and symbolism,,False,
v4_5fe2647810972709,snake can be used in traditional medicine and rituals,,False,
v4_0adf0f1b6e0d397b,snake can be used to scare or intimidate others,,False,
v4_c064ca073f4ba53e,snake can be venomous,,False,
v4_b709ed84d94395b6,snake can be venomous or non-venomous,,False,
v4_988474c1e4852be3,snake can camouflage itself in its environment,,False,
v4_f297539d239088df,snake can coil around objects or prey,,False,
v4_1758c8e78feec900,snake can constrict its body to suffocate prey,,False,
v4_81f14606d33d9b88,snake can constrict prey,,False,
v4_dd6e78801670c4f0,snake can constrict prey to suffocate it,,False,
v4_1757d91c1c6b600c,snake can lay eggs,,False,
v4_b6660b75bed5ab8b,snake can move in various ways including slithering and sidewinding,,False,
v4_3facab3065eb4dee,snake can move silently through grass and underbrush,,False,
v4_b674c91c01d08ed5,snake can sense heat and vibrations from its environment,,False,
v4_777e690bbce3a720,snake can sense heat through pits on its face,,False,
v4_e7cf6c1b2617b5af,snake can vibrate to create a warning sound,,False,
v4_64f571e3df52ca14,snake has a flexible jaw for swallowing prey whole,,False,
v4_dcfe968d1484f4b0,snake has a forked tongue,,False,
v4_2039d4b004478f91,snake has a forked tongue for sensing chemicals,,False,
v4_88e9423b18b74930,snake has a highly flexible jaw,,False,
v4_d009e5b84dba3bec,"snake has a long, slender body",,False,
v4_ff3d945ecf6a118b,snake has scales,,False,
v4_0a0358a3f5514f60,snake has scales covering its body,,False,
v4_7ee9567828742008,"snake includes subtypes such as pythons, vipers, and cobras",,False,
v4_9b85505fc98b27b8,snake is a carnivore,,False,
v4_40eb6b846a6fd4af,snake is a carnivorous predator,,False,
v4_3b410450de1f35ce,snake is a common symbol in mythology and religion,,False,
v4_cb694da6f885fe35,snake is a member of the suborder serpentes,,False,
v4_470cbd5294604aa0,snake is a reptile,,False,
v4_e53971fc95f1f4ce,snake is an ectotherm,,False,
v4_702e4d9aeb39a0dc,snake is an ectothermic animal,,False,
v4_aeeac3eeccb25c4c,snake is cold-blooded,,False,
v4_09ccba5d7a82ea29,snake is cold-blooded and ectothermic,,False,
v4_72877c20a4ffb7a0,snake is found in diverse habitats worldwide,,False,
v4_f95a964a8746159b,snake is often associated with fear in many cultures,,False,
v4_c8beda7263af5f56,snake lacks external ears and eyelids,,False,
v4_ad1c418b5ceb9baa,snake lacks limbs,,False,
v4_560540b0aa38bc9c,snake lacks limbs in most species,,False,
v4_0014c70927bd6d7c,snake navigates using scales and muscles,,False,
v4_fe4d7d199f603087,snake preys on other animals,,False,
v4_bcd0d67bacc41107,snake preys on small animals and insects,,False,
v4_957705acb3232371,snake sheds its skin periodically,,False,
v4_7bd6444833db20f6,snake sheds its skin periodically through a process called ecdysis,,False,
v4_e7e0ef4b8b79fd3a,snake sheds its skin periodically through a process called molting,,False,
v4_1262f3451b9c76cc,snake slithers on the ground,,False,
v4_a15fe5755291059d,snake species,,False,
v4_2c87b1f462c9fbef,snake strikes to defend or capture food,,False,
v4_0d607d24f4266673,"snake varies widely in size, from small worm-like species to large constrictors",,False,
v4_50fc0c3d194418c8,snake venom can be used in medical research and treatments,,False,
v4_fa0a2e757a126d05,"snake with a long, slender body",,False,
v4_5bf0a3d75e932fa2,snake with no limbs,,False,
v4_e111388e980048b5,snake-like appearance,,False,
v4_1371e7f935e064a9,snakes are a food source for birds of prey,,False,
v4_00f9e9b9ceb62b68,snakes are cold-blooded and regulate body temperature externally,,False,
v4_ef2c144b0fc82383,snakes are cold-blooded and rely on external heat sources,,False,
v4_9385636dc623f39d,snakes are cold-blooded and rely on external sources for body heat,,False,
v4_1e1ffeec793c684f,"snakes are elongated, legless reptiles",,False,
v4_19a491e5c18a3a14,snakes are found on every continent except antarctica,,False,
v4_44b278cd08e32d5e,snakes are hunted for their skin and meat in some cultures,,False,
v4_91293f65dcddc1c7,snakes are limbless reptiles,,False,
v4_458a7a7301220be9,snakes are limbless reptiles found in diverse habitats worldwide,,False,
v4_65db4a3b09abde05,snakes are often associated with fear and danger,,False,
v4_1424dad0b79e3631,snakes are often associated with heat and dry climates,,False,
v4_c4c0d728e88c929c,snakes are often associated with stealth and surprise attacks,,False,
v4_90bd849cb93faa34,snakes are often depicted in mythology and folklore,,False,
v4_228f97b8798a233b,"snakes are often feared and misunderstood, leading to persecution in some regions",,False,
v4_ab7ae2a6b60e79a5,snakes are often found in grassy or wooded areas,,False,
v4_b233f7771015765c,snakes are often kept as pets by reptile enthusiasts,,False,
v4_3f0852197b32119b,snakes are often solitary animals,,False,
v4_9fcad554edd7411d,snakes are preyed upon by birds of prey,,False,
v4_182d836a9cd7fa3b,snakes are preyed upon by birds of prey and other carnivores,,False,
v4_856a8a740fdb2737,snakes are sometimes eaten as food in certain cultures,,False,
v4_5a86b7cf44bf39d9,snakes are sometimes featured in religious symbolism,,False,
v4_2ba92389859c221a,snakes are sometimes kept as exotic pets,,False,
v4_33531526b17159e4,snakes are sometimes used in medical research,,False,
v4_dde735d3117b307f,snakes are sometimes used in medical research and therapy,,False,
v4_86434fa19dc1a024,snakes are sometimes used in medical symbols,,False,
v4_2bd07494a13b7bb1,snakes are sometimes used in medical symbols and logos,,False,
v4_fc1e987ac20041b5,snakes are sometimes used in religious rituals,,False,
v4_eab3541ebd905c56,snakes are used in medical research,,False,
v4_02e9f23ea8caefc0,snakes are used in some traditional medicines,,False,
v4_bc7d8f54650c4ad5,snakes are used in traditional medicine,,False,
v4_bc675a0b1b8ce9aa,snakes can be both predators and prey,,False,
v4_82626c146c6a4bcf,snakes can be found in a variety of habitats including deserts and forests,,False,
v4_7fcf6885b89ae8ba,snakes can be found in deserts and tropical regions,,False,
v4_8908ad862c453598,snakes can be found in various colors and patterns,,False,
v4_fd4d3efd737aadfa,snakes can be found in zoos and wildlife sanctuaries,,False,
v4_872d782c1ac25d57,snakes can be found near water sources,,False,
v4_e7eacdbc961eeaa1,snakes can be found near water sources like rivers and lakes,,False,
v4_0f9ab6151f2cf542,snakes can be kept as pets,,False,
v4_c63b47d12a238ce4,snakes can be kept as pets by humans,,False,
v4_b0e2484d073313e5,snakes can be kept as pets by reptile enthusiasts,,False,
v4_24ba939c86e706a0,snakes can be observed in zoos and wildlife parks,,False,
v4_c9a35032a74490eb,snakes can be used as a source of food by humans,,False,
v4_5a04a6263415e6a5,snakes can be venomous and pose a danger to humans,,False,
v4_6db06153823368d1,"snakes can be venomous, injecting toxins through their fangs",,False,
v4_660290f63504fd51,snakes can burrow into soil or sand,,False,
v4_1c4aeeda04731ba3,snakes can climb trees and other vertical surfaces,,False,
v4_79bf226bb644bd57,snakes can climb trees and swim in water,,False,
v4_e42c810156b5138c,snakes can climb trees and walls,,False,
v4_d802586f9a258dd1,snakes can climb trees or rocks to escape predators or find prey,,False,
v4_cecc50613a36fd7e,snakes can constrict prey to subdue it,,False,
v4_e143648650b7b50a,snakes can constrict their prey to subdue it,,False,
v4_f04bd752eb7501af,snakes can constrict their prey to subdue it before eating,,False,
v4_381ba29a78afe10a,snakes can detect heat signatures of warm-blooded prey,,False,
v4_fba9bb60c84d4780,snakes can detect vibrations through the ground,,False,
v4_107a92f28d5a57c1,snakes can deter predators with defensive displays,,False,
v4_b006aaea6aa04a36,snakes can extend their tongues to sense chemicals in the air,,False,
v4_9fa8c7b5faaa094b,snakes can flatten their bodies to appear larger,,False,
v4_9501c05442e3c1dd,snakes can flatten their bodies to appear larger when threatened,,False,
v4_32d5a766bbe9a803,snakes can go long periods without eating,,False,
v4_d275f3e80e516ed5,snakes can hibernate during cold weather,,False,
v4_ca0fec09c0e2bb13,snakes can inject venom through their fangs,,False,
v4_cd4417289e99d70b,snakes can inject venom to immobilize or kill prey,,False,
v4_10b374e0577b9961,snakes can lay eggs or give birth to live young,,False,
v4_68d827668d6bbd1f,snakes can move by slithering on the ground,,False,
v4_0b355943ec08db99,snakes can move silently and quickly,,False,
v4_8a885358e01551a9,snakes can move swiftly over various terrains,,False,
v4_4ebe1760e75af982,snakes can move through narrow spaces,,False,
v4_e17671ba2229eb6f,snakes can range in size from a few inches to over 30 feet long,,False,
v4_68a785ef2687167c,snakes can sense heat and vibrations,,False,
v4_924a18fe8ff8c49b,snakes can shed their skin,,False,
v4_5e8ed48cbab6cccb,snakes can shed their skin in a single piece,,False,
v4_70f7af227fcb6243,snakes can shed their skin to grow larger,,False,
v4_bbe34a9eeaf6fe92,snakes can survive in a wide range of temperatures and environments,,False,
v4_3435f3f9ee1287ae,snakes can swallow prey much larger than their head,,False,
v4_0054833ab2216d92,snakes can swim efficiently in water,,False,
v4_650012cab55a5915,snakes can swim in water,,False,
v4_64f61a62c68fb570,snakes have a forked tongue to smell their environment,,False,
v4_6fc06cd894190476,snakes have a highly developed sense of smell,,False,
v4_78fd85f4ec52f865,snakes have a jacobson's organ to process chemical signals,,False,
v4_869de1d0b36cb7c1,"snakes have been symbols in many cultures, representing both positive and negative attributes",,False,
v4_bc12673b4324dfb8,snakes have heat-sensing pits that help them detect warm-blooded prey,,False,
v4_ace3b7661d917b19,snakes have no eyelids and cannot blink,,False,
v4_cada26bcf5ce08f0,snakes hibernate during cold months,,False,
v4_02bd2c46a6312914,snakes may bask in the sun to regulate body temperature,,False,
v4_22282d7500a5d1d8,snakes may be encountered by hikers on nature trails,,False,
v4_dddc2cb4499d3a5e,snakes may be encountered by hikers on trails,,False,
v4_4d96f37287a6b0bf,snakes may bite as a defensive mechanism,,False,
v4_16c8f00f2710efb6,snakes may burrow into the ground for shelter,,False,
v4_f9a9ccd1c6332737,snakes may coil and strike when threatened,,False,
v4_e6c1098ac6babc65,snakes may coil to regulate body temperature,,False,
v4_2cc59f628d30308b,snakes may use camouflage to avoid predators,,False,
v4_2f3d71755ce8aef3,snakes may vibrate or rattle to warn off predators,,False,
v4_11ff488a0f0a32e7,snakes often bask in the sun to regulate body temperature,,False,
v4_b75d114d98ce4912,snakes often hunt small rodents and other small animals,,False,
v4_ad293f9ad019ba79,snakes often live in grasslands and forests,,False,
v4_328f6a7c47f29ab1,snakes often use vibrations and chemical signals to communicate,,False,
v4_799a96ca536e1dc9,snakes often use vibrations to move,,False,
v4_7790e78ef27a2640,snakes play a crucial role in controlling rodent populations,,False,
v4_a1d0d923e62b097e,snakes play a role in controlling rodent populations,,False,
v4_b5d927eecfd81844,snakes play important roles in many ecosystems,,False,
v4_68b25273872fd748,snakes play important roles in many ecosystems as predators and prey,,False,
v4_687ad19908cc3753,"snakes shed their skin as they grow, a process called molting",,False,
v4_6d806c2fffaf417f,snakes shed their skin periodically,,False,
v4_6d7e245145063b57,snakes shed their skin periodically as they grow,,False,
v4_4b1c793358af7e25,snakes shed their skin periodically to grow and remove parasites,,False,
v4_f5c1a29a143125e2,"snakes use a variety of methods to move, including lateral undulation and sidewinding",,False,
v4_a6aa4b75165e8df0,snakes use their forked tongues to detect chemical signals in the environment,,False,
v4_2b276d488b48bfcb,snakes use vibrations and friction to move,,False,
v4_2edbdb25f14c1436,"snare drum has a sharp, crisp sound",,False,
v4_c2cd76025cae9f72,"snare drum has a sharp, crisp sound due to metal snares",,False,
v4_dfe048845a1fcfbc,"snare drum has a sharp, crisp sound due to snares on its bottom head",,False,
v4_b5302fcc3b3e58e4,snare drum has snares (wires) stretched across its bottom head,,False,
v4_e991cfe2ee83b485,snare drum has snares stretched across the bottom head,,False,
v4_d2f9f052840fd552,snare drum has wires or snares beneath the bottom head,,False,
v4_e5a6629cd0c969aa,snare drum has wires or snares stretched across its bottom head,,False,
v4_59c05e1c0ea63c5f,snip tags and labels from clothing,,False,
v4_50adcb3c576b53ab,snip threads during crafting,,False,
v4_7577613678e48270,snip threads quickly,,False,
v4_5f9492a3af1c577e,snow boots are insulated and waterproof to protect against cold and wet conditions,,False,
v4_b2ec36d526eb39b6,soaring capabilities,,False,
v4_d84ef43ddd1d8f74,soaring flight,,False,
v4_a4d71971a4657ce3,soaring flight pattern,,False,
v4_79258186f71b7f57,soars at high altitudes,,False,
v4_65f01f0fa602f6ea,soars gracefully,,False,
v4_c46a28dc3a007ede,soars high,,False,
v4_e5941de5b03c7836,soars high in the sky,,False,
v4_0a17bc3011d5efc0,soars in the air,,False,
v4_baec453f70c275c4,soars in the sky,,False,
v4_3d36f9a2ffff8c34,soars on thermal currents,,False,
v4_cefd3efb8fbef13c,soars on thermals,,False,
v4_680de24935e2a879,soars over water,,False,
v4_9193a9b1d464f637,social,,False,
v4_7fa03521dd7562fd,social and active,,False,
v4_699b2a37de360780,social and colony-dwelling,,False,
v4_ee8a0e730380299d,social and communal,,False,
v4_91fdb65440841546,social and cooperative,,False,
v4_8e800693fe8d3cd6,social and curious,,False,
v4_a5b0caa68aabb3b3,social and curious behavior,,False,
v4_366a4c7eec9f9390,social and family-oriented,,False,
v4_c3c7ca45c2caf2c6,social and intelligent,,False,
v4_70da7ea1fac9d490,social and intelligent birds,,False,
v4_79baac8b01245f9b,social and lives in pods,,False,
v4_3bcb663819e0645a,social and lives in prides,,False,
v4_6ffcb9c9b00f98b2,social and loyal to humans,,False,
v4_3e3754ce056bc3fe,social and often forms strong bonds with humans,,False,
v4_5f744a5fdfd631a7,social and often found in flocks,,False,
v4_66ef27ac52ddd3b8,social and often found in groups,,False,
v4_8358162757b34a42,social and often gathers in groups,,False,
