prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
C,van,driven by delivery drivers or families,driven by delivery drivers or families,2,20,0.1
C,van,driven by individuals or companies,driven by individuals or companies,1,20,0.05
C,van,driven on roads,driven on roads,7,20,0.35
C,van,driven on roads and highways,driven on roads and highways,1,20,0.05
C,van,driven similarly to a car,driven similarly to a car,2,20,0.1
C,van,driven similarly to a large car,driven similarly to a large car,1,20,0.05
C,van,drives on roads and highways,drives on roads and highways,2,20,0.1
C,van,enclosed cargo area,enclosed cargo area,1,20,0.05
C,van,found in urban and suburban areas,found in urban and suburban areas,2,20,0.1
C,van,has sliding doors,has sliding doors,3,20,0.15
C,van,has sliding side door,has sliding side door,4,20,0.2
C,van,has sliding side doors,has sliding side doors,7,20,0.35
C,van,has windows,has windows,1,20,0.05
C,van,higher ground clearance,higher ground clearance,1,20,0.05
C,van,higher roof,higher roof,1,20,0.05
C,van,higher roof than a car,higher roof than a car,1,20,0.05
C,van,large enclosed vehicle,large enclosed vehicle,11,20,0.55
C,van,large vehicle,large vehicle,9,20,0.45
C,van,may have a cargo area separated from the passenger area,may have a cargo area separated from the passenger area,2,20,0.1
C,van,may have a partition between driver and cargo area,may have a partition between driver and cargo area,1,20,0.05
C,van,may have a partition between front and back,may have a partition between front and back,2,20,0.1
C,van,may have cargo area,may have cargo area,2,20,0.1
C,van,may have custom interior for passenger comfort,may have custom interior for passenger comfort,1,20,0.05
C,van,may have rear doors that open upwards,may have rear doors that open upwards,1,20,0.05
C,van,multiple seating options,multiple seating options,1,20,0.05
C,van,multiple seating rows,multiple seating rows,4,20,0.2
C,van,multiple seats,multiple seats,1,20,0.05
C,van,often box-shaped,often box-shaped,1,20,0.05
C,van,often commercial,often commercial,3,20,0.15
C,van,often for commercial purposes,often for commercial purposes,1,20,0.05
C,van,often has rear doors that open outward,often has rear doors that open outward,1,20,0.05
C,van,often has rear doors that open upwards,often has rear doors that open upwards,2,20,0.1
C,van,often has sliding doors,often has sliding doors,1,20,0.05
C,van,often painted in company colors,often painted in company colors,4,20,0.2
C,van,often painted white,often painted white,1,20,0.05
C,van,often seen in commercial settings,often seen in commercial settings,1,20,0.05
C,van,often seen in delivery and service industries,often seen in delivery and service industries,1,20,0.05
C,van,often used by businesses for deliveries,often used by businesses for deliveries,4,20,0.2
C,van,often used for deliveries and moving,often used for deliveries and moving,1,20,0.05
C,van,powered by an engine,powered by an engine,3,20,0.15
C,van,powered by engine,powered by engine,4,20,0.2
C,van,powered by gasoline or diesel engines,powered by gasoline or diesel engines,1,20,0.05
C,van,side sliding doors,side sliding doors,1,20,0.05
C,van,sliding side door,sliding side door,4,20,0.2
C,van,typically has a higher roof than a car,typically has a higher roof than a car,3,20,0.15
C,van,typically has two rows of seats,typically has two rows of seats,6,20,0.3
C,van,typically larger than a car but smaller than a truck,typically larger than a car but smaller than a truck,1,20,0.05
C,van,used by businesses for deliveries,used by businesses for deliveries,1,20,0.05
C,van,used for cargo or goods,used for cargo or goods,1,20,0.05
C,van,used for deliveries,used for deliveries,2,20,0.1
C,van,used for moving furniture and equipment,used for moving furniture and equipment,1,20,0.05
C,van,used for transport,used for transport,7,20,0.35
C,van,used for transportation,used for transportation,2,20,0.1
C,van,used for transporting goods or people,used for transporting goods or people,11,20,0.55
C,van,used in commercial and personal settings,used in commercial and personal settings,3,20,0.15
C,van,usually has a higher roof than a car,usually has a higher roof than a car,3,20,0.15
C,van,usually has high roof for standing room,usually has high roof for standing room,1,20,0.05
C,van,usually has two rows of seats,usually has two rows of seats,1,20,0.05
C,van,varies in design from commercial to passenger models,varies in design from commercial to passenger models,1,20,0.05
C,van,varies in size and design,varies in size and design,1,20,0.05
C,van,varies in size from small to large cargo vans,varies in size from small to large cargo vans,1,20,0.05
C,van,various sizes,various sizes,2,20,0.1
C,van,various sizes and models,various sizes and models,1,20,0.05
C,van,various sizes available,various sizes available,1,20,0.05
C,violin,associated with classical music,associated with classical music,7,20,0.35
C,violin,can be amplified electronically,can be amplified electronically,1,20,0.05
C,violin,can be played solo,can be played solo,8,20,0.4
C,violin,can be played solo or in ensembles,can be played solo or in ensembles,12,20,0.6
C,violin,can produce a wide range of tones,can produce a wide range of tones,1,20,0.05
C,violin,common in orchestras,common in orchestras,1,20,0.05
C,violin,emits a high-pitched sound,emits a high-pitched sound,1,20,0.05
C,violin,four strings,four strings,3,20,0.15
C,violin,has a distinctive shape,has a distinctive shape,6,20,0.3
C,violin,has a fingerboard,has a fingerboard,4,20,0.2
C,violin,has a hollow body,has a hollow body,13,20,0.65
C,violin,has a neck and fingerboard,has a neck and fingerboard,2,20,0.1
C,violin,has an hourglass shape,has an hourglass shape,2,20,0.1
C,violin,has an intricate shape,has an intricate shape,1,20,0.05
C,violin,has an s-shaped scroll,has an S-shaped scroll,1,20,0.05
C,violin,has four strings,has four strings,17,20,0.85
C,violin,made of wood,made of wood,16,20,0.8
C,violin,often associated with classical music,often associated with classical music,2,20,0.1
C,violin,often has a carved scroll,often has a carved scroll,1,20,0.05
C,violin,often used in orchestras,often used in orchestras,13,20,0.65
C,violin,often varnished,often varnished,3,20,0.15
C,violin,played with a bow,played with a bow,20,20,1.0
C,violin,produces high-pitched tones,produces high-pitched tones,5,20,0.25
C,violin,produces musical notes,produces musical notes,15,20,0.75
C,violin,requires finger placement on the neck,requires finger placement on the neck,1,20,0.05
C,violin,requires skilled technique,requires skilled technique,1,20,0.05
C,violin,requires tuning,requires tuning,13,20,0.65
C,violin,requires tuning before playing,requires tuning before playing,1,20,0.05
C,violin,resonant sound box,resonant sound box,1,20,0.05
C,violin,resonates through an f-hole,resonates through an F-hole,1,20,0.05
C,violin,resonating chamber amplifies sound,resonating chamber amplifies sound,1,20,0.05
C,violin,stringed instrument,stringed instrument,11,20,0.55
C,violin,tuned in fifths,tuned in fifths,1,20,0.05
C,violin,typically made of wood,typically made of wood,1,20,0.05
C,violin,used in orchestras,used in orchestras,6,20,0.3
C,violin,varies in size and quality,varies in size and quality,4,20,0.2
C,violin,wooden body,wooden body,3,20,0.15
C,viper,aggressive behavior,aggressive behavior,1,20,0.05
C,viper,aggressive temperament,aggressive temperament,1,20,0.05
C,viper,aggressive when threatened,aggressive when threatened,3,20,0.15
C,viper,ambush predator,ambush predator,1,20,0.05
C,viper,camouflage coloring,camouflage coloring,3,20,0.15
C,viper,camouflage patterns,camouflage patterns,4,20,0.2
C,viper,camouflaged coloration,camouflaged coloration,3,20,0.15
C,viper,camouflaged scales,camouflaged scales,8,20,0.4
C,viper,camouflaged skin,camouflaged skin,1,20,0.05
C,viper,camouflaged skin patterns,camouflaged skin patterns,1,20,0.05
C,viper,can be found worldwide except antarctica,can be found worldwide except Antarctica,1,20,0.05
C,viper,can strike quickly,can strike quickly,1,20,0.05
C,viper,cold-blooded,cold-blooded,1,20,0.05
C,viper,cold-blooded metabolism,cold-blooded metabolism,1,20,0.05
C,viper,dangerous to humans,dangerous to humans,2,20,0.1
C,viper,distinctive hissing sound,distinctive hissing sound,4,20,0.2
C,viper,emits warning hiss,emits warning hiss,1,20,0.05
C,viper,feared by humans,feared by humans,1,20,0.05
C,viper,feared by many cultures,feared by many cultures,2,20,0.1
C,viper,found in diverse habitats,found in diverse habitats,3,20,0.15
C,viper,found in various habitats,found in various habitats,10,20,0.5
C,viper,heat-sensing pits,heat-sensing pits,20,20,1.0
C,viper,hisses as a warning,hisses as a warning,1,20,0.05
C,viper,hisses as warning,hisses as warning,2,20,0.1
C,viper,hisses when threatened,hisses when threatened,3,20,0.15
C,viper,hissing sound,hissing sound,1,20,0.05
C,viper,hunt small mammals and birds,hunt small mammals and birds,1,20,0.05
C,viper,hunts at night,hunts at night,1,20,0.05
C,viper,lateral undulation movement,lateral undulation movement,2,20,0.1
C,viper,lays eggs,lays eggs,12,20,0.6
C,viper,lays eggs (oviparous),lays eggs (oviparous),2,20,0.1
C,viper,lays eggs or gives live birth,lays eggs or gives live birth,6,20,0.3
C,viper,lives in diverse habitats,lives in diverse habitats,3,20,0.15
C,viper,lives in various habitats,lives in various habitats,3,20,0.15
C,viper,often associated with danger,often associated with danger,1,20,0.05
C,viper,often feared by humans,often feared by humans,4,20,0.2
C,viper,predator of small animals,predator of small animals,1,20,0.05
C,viper,predatory behavior,predatory behavior,4,20,0.2
C,viper,predatory hunter,predatory hunter,11,20,0.55
C,viper,rapid strike capability,rapid strike capability,2,20,0.1
C,viper,rattle or hiss warning,rattle or hiss warning,1,20,0.05
C,viper,rattle or hiss when threatened,rattle or hiss when threatened,1,20,0.05
C,viper,rattlesnake's tail (in some species),rattlesnake's tail (in some species),3,20,0.15
C,viper,rattling tail (in some species),rattling tail (in some species),3,20,0.15
C,viper,scales covering skin,scales covering skin,3,20,0.15
C,viper,scales for protection,scales for protection,8,20,0.4
C,viper,scales that reflect light,scales that reflect light,1,20,0.05
C,viper,silent movement,silent movement,1,20,0.05
C,viper,slender body,slender body,3,20,0.15
C,viper,"slim, elongated body","slim, elongated body",17,20,0.85
C,viper,striking quickly,striking quickly,1,20,0.05
C,viper,striking quickly to catch prey,striking quickly to catch prey,1,20,0.05
C,viper,symbol of danger,symbol of danger,1,20,0.05
C,viper,symbol of danger and deceit,symbol of danger and deceit,1,20,0.05
C,viper,used in mythology and symbolism,used in mythology and symbolism,1,20,0.05
C,viper,various habitats,various habitats,1,20,0.05
C,viper,venomous fangs,venomous fangs,20,20,1.0
C,vulture,adapted for spotting food from high altitudes,adapted for spotting food from high altitudes,1,20,0.05
C,vulture,adapted for thermals,adapted for thermals,1,20,0.05
C,vulture,associated with death,associated with death,6,20,0.3
C,vulture,associated with desolate landscapes,associated with desolate landscapes,1,20,0.05
C,vulture,associates with death,associates with death,3,20,0.15
C,vulture,associations with death,associations with death,1,20,0.05
C,vulture,bald head and dark feathers,bald head and dark feathers,2,20,0.1
C,vulture,bald head and dark plumage,bald head and dark plumage,1,20,0.05
C,vulture,broad wings,broad wings,1,20,0.05
C,vulture,broad wingspan,broad wingspan,2,20,0.1
C,vulture,dark feathers,dark feathers,4,20,0.2
C,vulture,dark plumage,dark plumage,10,20,0.5
C,vulture,eats carrion,eats carrion,3,20,0.15
C,vulture,emits a hissing sound,emits a hissing sound,7,20,0.35
C,vulture,emits a strong odor,emits a strong odor,5,20,0.25
C,vulture,emits little sound,emits little sound,3,20,0.15
C,vulture,featherless head,featherless head,4,20,0.2
C,vulture,flies with spread wings,flies with spread wings,1,20,0.05
C,vulture,flies with widespread wings,flies with widespread wings,1,20,0.05
C,vulture,flies with wings spread wide,flies with wings spread wide,1,20,0.05
C,vulture,found in arid regions,found in arid regions,3,20,0.15
C,vulture,found in deserts and grasslands,found in deserts and grasslands,1,20,0.05
C,vulture,found in diverse habitats,found in diverse habitats,1,20,0.05
C,vulture,found in open areas,found in open areas,2,20,0.1
C,vulture,found in open country,found in open country,2,20,0.1
C,vulture,found in open habitats,found in open habitats,3,20,0.15
C,vulture,found in various habitats,found in various habitats,3,20,0.15
C,vulture,gathers in groups,gathers in groups,2,20,0.1
C,vulture,has a bald head,has a bald head,13,20,0.65
C,vulture,has a strong sense of smell,has a strong sense of smell,1,20,0.05
C,vulture,has keen eyesight,has keen eyesight,1,20,0.05
C,vulture,keen eyesight,keen eyesight,1,20,0.05
C,vulture,large bird of prey,large bird of prey,7,20,0.35
C,vulture,large wingspan,large wingspan,4,20,0.2
C,vulture,lays eggs,lays eggs,14,20,0.7
C,vulture,lays eggs in cliff ledges or trees,lays eggs in cliff ledges or trees,1,20,0.05
C,vulture,lives in open areas,lives in open areas,1,20,0.05
C,vulture,lives in open country,lives in open country,1,20,0.05
C,vulture,often associated with death,often associated with death,2,20,0.1
C,vulture,often found in groups,often found in groups,3,20,0.15
C,vulture,often seen in groups,often seen in groups,9,20,0.45
C,vulture,often travels in groups called kettles,often travels in groups called kettles,1,20,0.05
C,vulture,plays a role in ecological cleanup,plays a role in ecological cleanup,1,20,0.05
C,vulture,plays ecological role,plays ecological role,1,20,0.05
C,vulture,scavenges carcasses,scavenges carcasses,5,20,0.25
C,vulture,scavenges carrion,scavenges carrion,8,20,0.4
